en,en_context,puj,latn_norm,han
afflict,,lân-ûi,lan5-ui5,難爲
afflict,affliction,kan-lân,kan1-lan5,艱難
afflict,affliction,kan-khóu,kan1-khou2,艱苦
afflict,affliction,sng-sṳ̄,sng1-sur7,喪事
afflict,affliction (mourning),pe̍h--sṳ̄,peh8--sur7,白事
affluence,,pù,pu3,富
affluence,,pù-tsok,pu3-chok4,富足
affluence,,hong-sẽng,hong1-seng6,豐盛
affluence,,kãu-nauh,kau6-nauh4,厚𤺾
affluence,,hong-tsok,hong1-chok4,豐足
affluence,,pù-kãu,pu3-kau6,富厚
afford,expenses,tshut-só-hùi,chhut4-so2-hui3,出所費
afford,can,tng-tit-khí,tng1-tit4-khi2,當得起
afford,can,taⁿ-tit-khṳ̀,tann1-tit4-khur3,擔得去
afford,can,tshut-tit-lâi,chhut4-tit4-lai5,出得來
afford,profit,seⁿ-lĩ,senn1-li6,生利
afford,profit,tshut-sek,chhut4-sek4,出息
affront,,tshok-huãm--tie̍h,chhok4-huam6--tieh8,侵犯着
affront,,tit-tsõ--tie̍h,tit4-cho6--tieh8,得罪着
afloat,,phû,phu5,浮
afoot,,pōu-kiâⁿ,pou7-kiann5,步行
afoot,,pōu-lién,pou7-lien2,步輦
afoot,,kiâⁿ-lōu,kiann5-lou7,行路
afraid,,kiaⁿ,kiann1,驚
afraid,,ùi,ui3,畏
afraid,,kiaⁿ-ùi,kiann1-ui3,驚畏
afraid,,khióng-ùi,khiong2-ui3,恐畏
afraid,,phàⁿ,phann3,怕
afraid,,hãi-phàⁿ,hai6-phann3,駭怕
afraid,,kiaⁿ-kũ,kiann1-ku6,驚懼
afraid,dont be,m̄-ùi,m7-ui3,唔畏
after,,aũ,au6,後
after,three days,saⁿ-ji̍t-aũ,sann1-jit8-au6,三日後
after,three days,saⁿ-ji̍t tsṳ-aũ,sann1-jit8 chur1-au6,三日之後
after,three days,kùe-ke saⁿ-ji̍t,kue3-ke1 sann1-jit8,過家三日
after,I shall be after you,uá sûi-aũ chiũ-lâi,ua2 sui5-au6 chiu6-lai5,我隨後就來
after,to follow,tùe tõ-aũ-mīn,tue3 to6-au6-min7,綴在後面
after,to pursue,jiāu,jiau7,尿
after,to pursue,tui,tui1,追
after,the pattern,chiè-iēⁿ,chie3-ienn7,照樣
after,the pattern,chiè-bôu,chie3-bou5,照模
after,afterwards,aũ-lâi,au6-lai5,後來
after,ages,aũ-sì,au6-si3,後世
after,ages,ãu-tō,au6-to7,後代
after,afternoon,ẽ-kùa,e6-kua3,下旰
after,afternoon,ẽ-ngóu,e6-ngou2,下午
after,after dinner,chia̍h-ji̍t-tàu-liáu,chiah8-jit8-tau3-liau2,食日晝了
after,afterbirth,ui,ui1,衣
again,,tsài,chai3,再
again,,lêng-gūa,leng5-gua7,能外
again,,iũ,iu6,又
again,,têng-gūa,teng5-gua7,重外
again,,iũ-tsài,iu6-chai3,又再
again,again and again,ē-ē,e7-e7,下下
again,again and again,lú-lú,lu2-lu2,屢屢
against,,nge̍k,ngek8,逆
against,,tùi,tui3,對
against,,siang-huán,siang1-huan2,相反
against,,m̄-sũn,m7-sun6,唔順
against,,m̄-ha̍h,m7-hah8,唔合
agate,,má-láu,ma2-lau2,瑪瑙
age,,nîⁿ-kí,ninn5-ki2,年紀
age,,nîⁿ-hùe,ninn5-hue3,年歲
age,,siū,siu7,壽
age,what is your,jie̍h-tsōi-hùe,jieh8-choi7-hue3,若㩼歲
age,what is your,kùi-keⁿ,kui3-kenn1,貴庚
age,what is your,tshun-chhiu jie̍h-tsōi,chhun1-chhiu1 jieh8-choi7,春秋若㩼
age,ages,sì,si3,死
age,ages,sì-tō,si3-to7,世代
aged,,lãu,lau6,老
aged,,láu-nîⁿ,lau2-ninn5,老年
aged,,nîⁿ-hùe tsōi,ninn5-hue3 choi7,年歲㩼
aged,,lãu-tōa,lau6-tua7,老大
agent,,thòi-pōiⁿ,thoi3-poinn7,代辦
agent,,thòi-lí,thoi3-li2,代理
agent,,tsan-phōiⁿ,chan1-phoinn7,幫辦
aggravate,,tì-kàu kèng-tãng,ti3-kau3 keng3-tang6,致到更重
aggravate,,zú-kèng kia-sĩm,ju2-keng3 kia1-sim6,愈更加甚
aggravate,,zú-lõng zú-tōa,ju2-long6 ju2-tua7,愈弄愈大
aggregate,,tsóng-siàu,chong2-siau3,總數
aggregate,,ha̍h-kāng,hah8-kang7,合共
aghast,,tie̍h-kiaⁿ,tieh8-kiann1,着驚
aghast,,kiaⁿ kàu-bô-hûn,kiann1 kau3-bo5-hun5,驚到無魂
aghast,,kiaⁿ-kàu hûn siau phek suàⁿ,kiann1-kau3 hun5 siau1 phek4 suann3,驚到魂消魄散
agitate,,tõng,tong6,動
agitate,,iâu-tõng,iau5-tong6,搖動
agitate,,chín-tõng,chin2-tong6,振動
agitate,greatly agitated,sim-kuaⁿ phû-phû-tshuán,sim1-kuann1 phu5-phu5-chhuan2,心官浮浮喘
ago,,tsôiⁿ,choinn5,前
ago,long,íⁿ-keng-kú,inn2-keng1-ku2,已經久
ago,not long,bô-mih-kú,bo5-mih4-ku2,無乜久
ago,how long,kàu-taⁿ jie̍h-kú,kau3-tann1 jieh8-ku2,到今若久
agree,,hûa,hua5,和
agree,,siang-hûa,siang1-hua5,相和
agree,,hûa-ha̍h,hua5-hah8,和合
agree,,hûa-mo̍k,hua5-mok8,和睦
agree,,hûa-khì,hua5-khi3,和氣
agree,,siang-ha̍h,siang1-hah8,相合
agree,,tuàn-ieh,tuan3-ieh4,斷約
agree,in opinion,tâng-ì,tang5-i3,同意
agree,in opinion,tâng-ki,tang5-ki1,童乩
agree,an agreement,ha̍p-tâng,hap8-tang5,合同
agree,an agreement,khòi,khoi3,契
agree,an agreement,ha̍p-ieh,hap8-ieh4,合約
agreeable,,ha̍h-ì,hah8-i3,合意
agreeable,,zû-nguãn,ju5-nguan6,如願
agreeable,,sûi-nguãn,sui5-nguan6,隨願
agreeable,,thiàng-huâi,thiang3-huai5,暢懷
agreeable,,thiàng-ì,thiang3-i3,暢意
agreeable,,tshù-bī,chhu3-bi7,趣味
agreeable,,sũi-sim,sui6-sim1,遂心
agreeable,as companion,ha̍h-su-kah,hah8-su1-kah4,合舒合
agreeable,in conversation,ha̍h-phue̍h,hah8-phueh8,合詖
agriculture,,lông-sṳ̄,long5-sur7,種作
agriculture,,tsoh-tshân,choh4-chhan5,種作
agriculture,,tshân-kang,chhan5-kang1,種作
aground,,khùa,khua3,掛
aground,,khùa-chhién,khua3-chhien2,掛着
aground,,khùa-sua,khua3-sua1,掛着
ague,,kûaⁿ-zua̍h-pēⁿ,kuann5-juah8-penn7,寒熱病
ague,,kiâm-siam-kûaⁿ,kiam5-siam1-kuann5,鹹砧寒
ague,,kûaⁿ-jie̍t,kuann5-jiet8,寒熱
ague,,huat-kûaⁿ,huat4-kuann5,發寒
ague,,pak-kûaⁿ,pak4-kuann5,腹寒
ague,,ngia̍k-pēⁿ,ngiak8-penn7,瘧病
ague,,ùiⁿ-chhìn,uinn3-chhin3,畏凊
ague,quotidian,ji̍t-ji̍t-kûaⁿ,jit8-jit8-kuann5,日日寒
ague,tertian,nõⁿ-ji̍t-kûaⁿ,nonn6-jit8-kuann5,兩日寒
ague,tertian,làng-ji̍t-kûaⁿ,lang3-jit8-kuann5,漏日寒
ague,quartan,saⁿ-ji̍t-kûaⁿ,sann1-jit8-kuann5,三日寒
ahead,,tõ-thâu-tsôiⁿ,to6-thau5-choinn5,在頭前
ahead,to go,tùi thâu-mīn-tsôiⁿ ti̍t-kiâⁿ,tui3 thau5-min7-choinn5 tit8-kiann5,對頭面前直行
aid,,pang-tsõ,pang1-cho6,幫做
aid,,sie-hũ,sie1-hu6,相輔
aid,,siang-pang,siang1-pang1,相幫
aid,,hũ-tsõ,hu6-cho6,婦做
aid,with money,pang-tsān,pang1-chan7,幫贊
aim,,khiû,khiu5,求
aim,,mông-ûi,mong5-ui5,望圍
aim,to take,chhiēⁿ-ma̍k,chhienn7-mak8,搶目
aim,to take,chhiēⁿ-chiàⁿ,chhienn7-chiann3,向正
aim,a good,ũ-tsún-thâu,u6-chun2-thau5,有準頭
air,,thiⁿ-khì,thinn1-khi3,天氣
air,,tī-khì,ti7-khi3,地氣
air,,huang,huang1,風
air,to take the,lā-liâng,la7-liang5,納凉
air,clothes,lā-saⁿ,la7-sann1,晾衫
alacrity,,hèng-ì,heng3-i3,興意
alacrity,,méⁿ-méⁿ,menn2-menn2,猛猛
alarm,,kiaⁿ-tông,kiann1-tong5,驚憧
alarm,false,phièn-nâng-kiaⁿ,phien3-nang5-kiann1,騙人[訓]驚
alas,(in grief),āi-ā,ai7-a7,哀啊
alas,(in danger),hā-iā,ha7-ia7,嗨呀
alert,,kha-chhiú khùe,kha1-chhiu2 khue3,腳
alert,,lêng-lāi,leng5-lai7,伶俐
alert,,ua̍h-phuah,uah8-phuah4,活潑
alert,,lêng-cheng,leng5-cheng1,靈精
alias,to adopt an,mâiⁿ-miâⁿ mi̍t-sèⁿ,mainn5-miann5 mit8-senn3,瞞名密姓
alias,to adopt an,kói-miâⁿ uāⁿ-sèⁿ,koi2-miann5 uann7-senn3,改名換姓
alight,from a horse,lo̍h-bé,loh8-be2,落馬
alight,from a chair,lo̍h-kiē,loh8-kie7,落轎
alight,from a chair,tshut-kiē,chhut4-kie7,出轎
alike,,sie-tâng,sie1-tang5,相同
alike,,pêⁿ-iēⁿ,penn5-ienn7,平樣
alike,,che̍k-iēⁿ,chek8-ienn7,一樣
alike,,che̍k-it,chek8-it4,一一
alive,,ua̍h,uah8,活
alive,,seⁿ-ua̍h,senn1-uah8,生活
alive,,õi tín-tãng,oi6 tin2-tang6,會振蕩
alive,,ũ-seⁿ-miāⁿ,u6-senn1-miann7,有生命
alive,,ũ-hueh-khì,u6-hueh4-khi3,有血氣
all,,lóng-tsóng,long2-chong2,攏總
all,,chiàⁿ-kâi,chiann3-kai5,正个
all,,kâi-kâi,kai5-kai5,个个
all,,tsò-che̍k-ē,cho3-chek8-e7,做蜀下
all,,kan-chẽng,kan1-cheng6,干盡
all,,tsn̂g-kâi,chng5-kai5,整個
all,men,nâng-nâng,nang5-nang5,人人
all,men,būan-nâng,buan7-nang5,滿人
all,men,tãi-ke,tai6-ke1,大家
all,men,chèng-nâng,cheng3-nang5,眾人[訓]
all,things,būan-mue̍h,buan7-mueh8,滿物
all,things,kiãⁿ-kiãⁿ,kiann6-kiann6,件件
all,things,hâm-kâi,ham5-kai5,含个
all,all day,tsong-ji̍t,chong1-jit8,終日
all,all day,thàng-ji̍t,thang3-jit8,通日
all,all one’s life,phêng-seⁿ,pheng5-senn1,平生
all,all one’s life,che̍k-sì-nâng,chek8-si3-nang5,一世人
all,all one’s life,che̍k-seⁿ,chek8-senn1,一生
all,the family,ha̍p-ke,hap8-ke1,合家
all,the family,che̍k-ke-nâng,chek8-ke1-nang5,一家人
all,all at once,tsò-che̍k-ē,cho3-chek8-e7,做蜀下
all,all at once,che̍k-tsôi,chek8-choi5,一齊
all,all at once,ka-nn̂g,ka1-nng5,骹郞
all,all over a place,múaⁿ-tshù,muann2-chhu3,滿處
all,all over a place,múaⁿ-kò,muann2-ko3,滿個
all,with all one’s heart,chĩn-sim,chin6-sim1,盡心
all,with all one’s heart,tsuan-sim,chuan1-sim1,專心
all,all kinds,peh-puaⁿ,peh4-puann1,百般
all,all kinds,kak-iēⁿ,kak4-ienn7,覺樣
all,to know all,tsai-thàng,chai1-thang3,知通
all,to know all,hiáu-kàu-thàu,hiau2-kau3-thau3,曉到透
allay,thirst,kói-khuah,koi2-khuah4,解渴
allay,thirst,chí-âu,chi2-au5,止喉
allay,thirst,chí-khuah,chi2-khuah4,止渴
allay,pain,chí-thiàⁿ,chi2-thiann3,止痛
allay,sorrow,kói-iu,koi2-iu1,解憂
allay,disturbance,uaⁿ-tiām tī-hng,uann1-tiam7 ti7-hng1,灣園
allay,disturbance,uaⁿ-chẽⁿ tī-hng,uann1-chenn6 ti7-hng1,灣園
allegiance,,tshông-mẽng,chhong5-meng6,從命
allegiance,,sũn-ho̍k,sun6-hok8,順服
allegiance,faithful,tong-sim,tong1-sim1,中心
alliance,to form an,pài-hũe,pai3-hue6,拜會
alliance,to form an,kat-hũe,kat4-hue6,結會
alliance,to form an,pài-mêng,pai3-meng5,拜盟
alliance,by marriage,kat-chhin,kat4-chhin1,結親
allot,,pun,pun1,分
allot,,pun-hūn,pun1-hun7,分份
allot,,hun-phài,hun1-phai3,渾派
allot,,khue-phài,khue1-phai3,盔派
allow,,tsún,chun2,準
allow,,jĩm,jim6,任
allow,,hṳ́,hur2,許
allow,,hàuⁿ,haunn3,好
allow,,khéng,kheng2,肯
allow,,thèng,theng3,聽
allow,just allow him,sûi i khṳ̀-tsò,sui5 i1 khur3-cho3,隨伊去做
allow,just allow him,thèng i khṳ̀-tsò,theng3 i1 khur3-cho3,聽伊去做
allow,not allow one to do,bô-i-tsò,bo5-i1-cho3,無伊做
allow,not allow one to do,bô-thang pun-i-tsò,bo5-thang1 pun1-i1-cho3,無通分伊做
allure,,kuang-phièn,kuang1-phien3,誆騙
allure,,ín-iú,in2-iu2,引誘
allure,,jī,ji7,餌
allusion,,àm-chí,am3-chi2,暗指
allusion,,kuan-iàng,kuan1-iang3,關映
allusion,,àm-chhieⁿ,am3-chhienn1,暗槍
allusion,,sang-kuan liáng-ì,sang1-kuan1 liang2-i3,雙關兩意
ally,,kat-ha̍h,kat4-hah8,結合
ally,,kat-iú,kat4-iu2,結友
ally,,kat-kau,kat4-kau1,結交
ally,,kit-kau,kit4-kau1,結交
ally,,kau-iú,kau1-iu2,交友
ally,allies,tsõ-chièn,cho6-chien3,助戰
ally,allies,pang-piaⁿ,pang1-piann1,幫兵
almanac,,thong-tsṳ,thong1-chur1,曆日
almanac,,la̍h-ji̍t,lah8-jit8,曆日
almanac,to consult,chhê-la̍h-ji̍t,chhe5-lah8-jit8,查曆日
almanac,to consult,thóiⁿ-thong-tsṳ,thoinn2-thong1-chur1,睇通知
almighty,,tshuân-lêng,chhuan5-leng5,全能
almighty,,bô-só put-lêng,bo5-so2 put4-leng5,無所不能
almond,,hẽng-jîn,heng6-jin5,杏仁
almost,,tsha-m̄-to,chha1-m7-to1,差唔多
almost,,tsha-put-to,chha1-put4-to1,差不多
almost,,lím-lím,lim2-lim2,凜凜
almost,,siè-siè,sie3-sie3,些些
almost,,tsua̍h-m̄-uã,chuah8-m7-ua6,昨唔有
almost,,chiang-kṳ̃n,chiang1-kurn6,將近
alms,to give,chì-phîn,chi3-phin5,濟貧
alms,to give,chín-chì,chin2-chi3,賑濟
alms,to give,si-chì,si1-chi3,施濟
alms,to give,si-siá,si1-sia2,施捨
alms,of rice,si-bí,si1-bi2,施米
aloes,(lign-aloes),tîm-hieⁿ,tim5-hienn1,沉香
aloft,,tõ-chiēⁿ,to6-chienn7,在上
aloft,,tõ-téng,to6-teng2,在頂
aloft,,tõ-téng-mīn,to6-teng2-min7,在頂面
aloft,to go,peh-chiẽⁿ,peh4-chienn6,爬上
alone,,toaⁿ-sin,tuann1-sin1,端身
alone,,toaⁿ-che̍k-nâng,tuann1-chek8-nang5,端一人
alone,,to̍k-tõ,tok8-to6,家己
alone,,kou-sin,kou1-sin1,家己
alone,,bô-phũaⁿ,bo5-phuann6,家己
along,lengthwise,tn̂g,tng5,長
along,lengthwise,tn̂g--sì,tng5--si3,長勢
along,the river side,în-khoi-kîⁿ,in5-khoi1-kinn5,沿溪墘
along,the river side,în-hô,in5-ho5,沿河
along,the road,în-lōu,in5-lou7,沿路
along,the shore,în-hái-kîⁿ,in5-hai2-kinn5,沿海墘
aloud,,tōa-siaⁿ,tua7-siann1,大聲
aloud,,khui-siaⁿ,khui1-siann1,大聲
aloud,to cry,tshut-siaⁿ,chhut4-siann1,大聲
alphabet,,jī-bó,ji7-bo2,字母
already,,íⁿ-keng,inn2-keng1,已經
already,,kì-sĩ,ki3-si6,既是
already,,kì-jiên,ki3-jien5,既然
also,,iā,ia7,亦
also,,kiam,kiam1,兼
also,,íⁿ-ki̍p,inn2-kip8,以及
also,,iā-sĩ,ia7-si6,亦是
also,,kiam-kũa,kiam1-kua6,兼跨
also,,siãng-chhiáⁿ,siang6-chhiann2,尙且
altar,,tôaⁿ,tuann5,壇
altar,,chì-tôaⁿ,chi3-tuann5,祭壇
altar,,hieⁿ-tôaⁿ,hienn1-tuann5,香壇
altar,,hieⁿ-uàⁿ,hienn1-uann3,香案
alter,,kói,koi2,改
alter,,kói-pièn,koi2-pien3,改變
alter,,kói-uāⁿ,koi2-uann7,改換
alter,,kói-e̍k,koi2-ek8,改易
alter,,kói-chiàⁿ,koi2-chiann3,改正
alter,,chhiâⁿ-kói,chhiann5-koi2,正改
altercation,,cheⁿ-lũn,chenn1-lun6,爭論
altercation,,sie-à,sie1-a3,相詏
altercation,,sie-jiáng,sie1-jiang2,相嚷
altercation,,sie-cheⁿ,sie1-chenn1,相争
altercation,,khau-peh,khau1-peh4,摳掰
alternate,,sie-lûn,sie1-lun5,相輪
alternate,,sie-lûn-liû,sie1-lun5-liu5,相輪流
alternate,,lûn-liû,lun5-liu5,相輪
alternate,,sie-thòi,sie1-thoi3,相代
alternative,,nõ-kiãⁿ suán-che̍k,no6-kiann6 suan2-chek8,兩件選一
alternative,no,bô-nãi-hô,bo5-nai6-ho5,無奈何
alternative,no,bô-khóu nãi-hô,bo5-khou2 nai6-ho5,無苦奈何
alternative,no,bô-ta-uâ,bo5-ta1-ua5,無搭話
alternative,no,put-tit-íⁿ,put4-tit4-inn2,不得已
although,,sui,sui1,雖
although,,sui-jiên,sui1-jien5,雖然
although,,sui-chiet,sui1-chiet4,雖然
although,,sui-sĩ,sui1-si6,雖然
although,although …… still,sui-jiên …… huân-liáu,sui1-jien5 …… huan5-liau2,雖然……煩了
altogether,,hâm-kâi,ham5-kai5,一概
altogether,,hãm-kâi,ham6-kai5,一概
altogether,,che̍k-khài,chek8-khai3,一概
altogether,,che̍k-tsôi,chek8-choi5,一概
altogether,,che̍k-chhiet,chek8-chhiet4,一概
altogether,,hãm-pa-lan,ham6-pa1-lan1,含巴籃
altogether,,lóng-tsóng,long2-chong2,攏總
altogether,,tsn̂g-kâi,chng5-kai5,整個
altogether,,tshuân,chhuan5,全
alum,,pe̍h-huân,peh8-huan5,白矾
always,,siêⁿ-sî,sienn5-si5,終久
always,,sî-sî,si5-si5,終久
always,,pâi-sî,pai5-si5,排時
always,,múeⁿ-múeⁿ,muenn2-muenn2,滿滿
always,,kú-kú,ku2-ku2,久久
always,,ē-ē,e7-e7,下下
always,,lú-lú,lu2-lu2,終久
am,I,úa sĩ,ua2 si6,我是
am,I am the man,úa chiũ-sĩ,ua2 chiu6-si6,我就是
am,I am sick,úa ũ-pēⁿ,ua2 u6-penn7,我有病
am,I am cold,úa õi-chhìn,ua2 oi6-chhin3,我會凊
amanuensis,,thòi-siá,thoi3-sia2,代寫
amanuensis,,thòi-pit,thoi3-pit4,代筆
amanuensis,,thòi-tsṳ,thoi3-chur1,代書
amass,,tun,tun1,堆
amass,,chek,chek4,積
amass,,tun-chek,tun1-chek4,堆積
amass,,chek-lúi,chek4-lui2,積累
amass,,chek-tsũ,chek4-chu6,積聚
amass,,lúi-chek,lui2-chek4,累積
amass,wealth,huat-tshâi,huat4-chhai5,發財
amass,wealth,chek-tshâi,chek4-chhai5,積財
amazed,,hãi-ĩ,hai6-i6,駭異
amazed,,khî-ĩ,khi5-i6,奇異
amazed,,tōa-khî-ĩ,tua7-khi5-i6,大奇異
ambassador,,khim-chhe,khim1-chhe1,欽差
ambassador,,sài-chhîn,sai3-chhin5,欽差
ambassador,,tshut-sài,chhut4-sai3,欽差
ambassador,,khim-sài,khim1-sai3,欽差
amber,,hóuⁿ-phek,hounn2-phek4,琥珀
ambiguous,,kâm-kôu,kam5-kou5,含糊
ambiguous,,sang-kuan liáng-ì,sang1-kuan1 liang2-i3,雙關兩意
ambiguous,,sang-thám,sang1-tham2,雙探
ambiguous,,lóng-thóng,long2-thong2,籠統
ambiguous,,m̄-hun-mêng,m7-hun1-meng5,唔分明
ambitious,,tsṳ̃-tsun,chur6-chun1,自尊
ambitious,,tsṳ̃-tōa,chur6-tua7,自大
ambitious,,ũ-tãi-chì,u6-tai6-chi3,有大志
ambitious,,chì tōa,chi3 tua7,志大
ambitious,,chì-khì kau,chi3-khi3 kau1,志氣高
ambitious,,chì-liãm kûiⁿ,chi3-liam6 kuinn5,志念危
amble,,tsho̍k,chhok8,戳
amble,,tsho̍k-tsho̍k-thiàu,chhok8-chhok8-thiau3,蜀蜀跳
ambush,,ho̍k-piaⁿ,hok8-piann1,伏兵
ambush,,tshâng-piaⁿ,chhang5-piann1,藏兵
ambush,,mâiⁿ-ho̍k,mainn5-hok8,埋伏
amend,,kói-kùe,koi2-kue3,改過
amend,,kói-chiàⁿ,koi2-chiann3,改正
amend,,chhiâⁿ-kói,chhiann5-koi2,正改
amend,,chhiâⁿ-hó,chhiann5-ho2,成好
amend,,kói-hó,koi2-ho2,改好
amend,one’s ways,kui-chiàⁿ,kui1-chiann3,規正
amend,one’s ways,kói-ak kiâⁿ-siẽn,koi2-ak4 kiann5-sien6,改惡行善
America,,A-múiⁿ-lĩ-kia,a1-muinn2-li6-kia1,阿美利加
America,,Múiⁿ-kok,muinn2-kok4,美國
America,,Hue-kî-kok,hue1-ki5-kok4,花旗國
amiable,,khó-ài,kho2-ai3,可愛
amiable,,hó-sieh,ho2-sieh4,好惜
amiable,,tshūa-nâng-sieh,chhua7-nang5-sieh4,𤆬人惜
amiable,,un-hûa,un1-hua5,溫和
amiable,,un-jiû,un1-jiu5,溫柔
amicable,,hûa,hua5,和
amicable,,hûa-mo̍k,hua5-mok8,和睦
amicable,,hûa-míⁿ,hua5-minn2,和免
amicable,very,hûa-hûa míⁿ-míⁿ,hua5-hua5 minn2-minn2,和和美美
amid,,tìn-tang,tin3-tang1,鎮中
amid,,tong-kan,tong1-kan1,中間
amid,,tong-iang,tong1-iang1,中央
amid,,lãi--tang,lai6--tang1,內中
amid,,lãi-tói,lai6-toi2,內底
amiss,,tshò,chho3,錯
amiss,,ũ-kùe,u6-kue3,有過
amiss,,kùe-sit,kue3-sit4,過失
amiss,,tshò-sit,chho3-sit4,錯失
amiss,,tshò-gōu,chho3-gou7,錯誤
amiss,,sit-tshò,sit4-chho3,失錯
amiss,,m̄-tie̍h,m7-tieh8,唔着
ammunition,,kun-tsuang,kun1-chuang1,軍裝
ammunition,,húe-ie̍h chhèng-chí,hue2-ieh8 chheng3-chi2,火藥銃子
ammunition,,tsu-ie̍h,chu1-ieh8,珠藥
ammunition,,în-ie̍h,in5-ieh8,鉛藥
amnesty,,tãi-sià,tai6-sia3,大赦
amnesty,,ṳn-chiè,urn1-chie3,恩照
amnesty,,hí-chiè,hi2-chie3,喜詔
amnesty,,sià-chiè,sia3-chie3,赦詔
amount,,kāng-kòi,kang7-koi3,共計
amount,,tsóng-kat,chong2-kat4,總結
amount,,kāng-tsóng,kang7-chong2,共總
amount,,ha̍h-kāng,hah8-kang7,合共
amount,what,jie̍h-tsōi,jieh8-choi7,若㩼
ample,,khuah-tōa,khuah4-tua7,闊大
ample,,khuan-khuah,khuan1-khuah4,寛闊
ample,,khuan-khuàⁿ,khuan1-khuann3,寛寛
ample,,khùaⁿ-chhēng,khuann3-chheng7,寬成
ample,means,pù-tsok,pu3-chok4,富足
amputate,,kuah-tiāu,kuah4-tiau7,割掉
amputate,,tsám-tiāu,cham2-tiau7,斬掉
amputate,,kṳ̀-tiāu,kur3-tiau7,鋸掉
amputate,,tok-tiāu,tok4-tiau7,斫掉
amulet,,hieⁿ-húe-lâng,hienn1-hue2-lang5,香火籠
amulet,,hieⁿ-húe-tō,hienn1-hue2-to7,香火袋
amulet,to wear,kùa-hieⁿ-húe,kua3-hienn1-hue2,掛香火
amusement,,sie-sńg,sie1-sng2,佚佗
amusement,,thit-thô,thit4-tho5,佚佗
amusement,,iû-la̍k,iu5-lak8,佚佗
amusement,amusing,tshù-bī,chhu3-bi7,趣味
amusement,ramble about for amusement,iû-nguán,iu5-nguan2,佚佗
amusement,ramble about for amusement,nguán-la̍h,nguan2-lah8,佚佗
analyse,,tshat-si̍t,chhat4-sit8,察實
analyse,,kháu-kiù,khau2-kiu3,考究
anarchy,,bô-pẽ bô-kun,bo5-pe6 bo5-kun1,無父無君
anarchy,,huán-luãn,huan2-luan6,反亂
anarchy,,luãn-tsa̍p,luan6-chap8,亂雜
ancestors,,soiⁿ-tsóu,soinn1-chou2,先祖
ancestors,,tsóu-kong,chou2-kong1,祖公
ancestors,,tsóu-tsong,chou2-chong1,祖終
ancestors,,kong-má,kong1-ma2,公媽
ancestors,ancestral hall,sṳ̂-tn̂g,sur5-tng5,祠堂
ancestors,ancestral hall,tsong-sṳ̂,chong1-sur5,終祠
ancestors,tablet,sîn-tsú,sin5-chu2,神主
ancestors,tablet,sîn-tsú-pâi,sin5-chu2-pai5,神主牌
ancestors,tablet,ke-sîn,ke1-sin5,家神
ancestors,tablet,ba̍k-tsú,bak8-chu2,木主
anchor,,tèng,teng3,椗
anchor,one,che̍k-mn̂g-tèng,chek8-mng5-teng3,一門錨
anchor,to cast,pha-tèng,pha1-teng3,拋椗
anchor,to weigh,khí-tèng,khi2-teng3,起錨
anchor,to weigh,khieh-tèng,khieh4-teng3,牽錨
anchor,to weigh,chhia-tèng,chhia1-teng3,車碇
anchor,to weigh,chhiû-tèng,chhiu5-teng3,仇碇
anchor,anchorage,hiah-tsûn kâi-ūi-tshṳ̀,hiah4-chun5 kai5-ui7-chhur3,歇船个位次
anchor,anchorage (a port),pou-thâu,pou1-thau5,埠頭
ancient,,kóu,kou2,鼓
ancient,times,kóu-sî,kou2-si5,古時
ancient,times,kóu-tsá,kou2-cha2,古早
ancient,men,kóu-nâng,kou2-nang5,古人[訓]
ancient,doctrines,kóu-kà,kou2-ka3,古教
and,,pẽng,peng6,並
and,,íⁿ-ki̍p,inn2-kip8,引及
and,,kiam,kiam1,兼
and,,kah,kah4,佮
and,,kũa,kua6,佮
and,,kāng,kang7,共
and,,iũ,iu6,佑
and,tell him to come and I will pay him,uá chiũ àiⁿ-hôiⁿ--i,ua2 chiu6 ainn3-hoinn5--i1,我就愛還伊
and,you must speak the truth and then people will believe you,lṳ́ tie̍h tàⁿ-si̍t-ūe nâng chiàⁿ-ũ-sìn--lṳ́,lur2 tieh8 tann3-sit8-ue7 nang5 chiann3-u6-sin3--lur2,汝着呾實話人正有信汝
anecdote,,kóu-sṳ̄,kou2-sur7,古事
anecdote,,kóu-gṳ́,kou2-gur2,古語
anecdote,to relate anecdotes,káng-kóu,kang2-kou2,講古
anecdote,to relate anecdotes,phue̍h-kóu,phueh8-kou2,詖古
anecdote,to relate anecdotes,thâm-kóu,tham5-kou2,談古
anecdote,to relate anecdotes,o̍h-kóu,oh8-kou2,學古
anecdote,to relate anecdotes,phue̍h-tshù-bī,phueh8-chhu3-bi7,拔處味
anecdote,to relate anecdotes,phue̍h-chhiè-thâm,phueh8-chhie3-tham5,拔笑談
angel,,thien-sài,thien1-sai3,天使
angel,,sîn-sài,sin5-sai3,神使
anger,,khì,khi3,氣
anger,,náuⁿ,naunn2,惱
anger,angry,seⁿ-khì,senn1-khi3,生氣
anger,angry,siũ-khì,siu6-khi3,想氣
anger,angry,huat-náuⁿ,huat4-naunn2,發惱
anger,angry,náuⁿ-khì,naunn2-khi3,惱氣
angle,the hook,tièⁿ-kau,tienn3-kau1,釣鉤
angle,to angle,tièⁿ-hṳ̂,tienn3-hur5,釣魚
angle,angle rod,tièⁿ-ko,tienn3-ko1,釣膏
angle,a corner,kak,kak4,角
