puj,puj_proofread,puj_orig,poj,poj_orig,han,han_orig,en,en_orig,zh_TW,zh_CN,source,page_num
ma̍k tièⁿ phû khṳ̀ mōⁿ,mâk tìeⁿ phû khṳ̀ mō̤ⁿ,mâk tìeⁿ phû khṳ̀ mō̤ⁿ,,,,,raised his eyes and looked.,,,,007_A_Pronouncing_and_Defining_Dictionary_of_the_Swatow_Dialect,409
mōⁿ lâi mōⁿ khṳ̀,mō̤ⁿ lâi mō̤ⁿ khṳ̀,mō̤ⁿ lâi mō̤ⁿ khṳ̀,,,,,look to and fro.,,,,007_A_Pronouncing_and_Defining_Dictionary_of_the_Swatow_Dialect,409
mōⁿ kìⁿ,mō̤ⁿ kìⁿ,mō̤ⁿ kìⁿ,,,,,looked off and beheld.,,,,007_A_Pronouncing_and_Defining_Dictionary_of_the_Swatow_Dialect,409
mōⁿ m̄ kìⁿ,mō̤ⁿ m̄ kìⁿ,mō̤ⁿ m̄ kìⁿ,,,,,gazed but could not discover.,,,,007_A_Pronouncing_and_Defining_Dictionary_of_the_Swatow_Dialect,409
mōⁿ tit kìⁿ,mō̤ⁿ tit kìⁿ,mō̤ⁿ tit kìⁿ,,,,,looked and saw.,,,,007_A_Pronouncing_and_Defining_Dictionary_of_the_Swatow_Dialect,409
mōⁿ kûiⁿ mōⁿ kẽ,mō̤ⁿ kûiⁿ mō̤ⁿ kĕ,mō̤ⁿ kûiⁿ mō̤ⁿ kĕ,,,,,look high and low.,,,,007_A_Pronouncing_and_Defining_Dictionary_of_the_Swatow_Dialect,409
mōⁿ tsôiⁿ mōⁿ ãu,mō̤ⁿ côiⁿ mō̤ⁿ ău,mō̤ⁿ côiⁿ mō̤ⁿ ău,,,,,look all around.,,,,007_A_Pronouncing_and_Defining_Dictionary_of_the_Swatow_Dialect,409
"mōⁿ sì-phìⁿ, mōⁿ bõi tit i kàu","mō̤ⁿ sì-phìⁿ, mō̤ⁿ bŏi tit i kàu","mō̤ⁿ sì-phìⁿ, mō̤ⁿ bŏi tit i kàu",,,,,looked on every side to see if I could not see him coming.,,,,007_A_Pronouncing_and_Defining_Dictionary_of_the_Swatow_Dialect,409
mo̍h,mô̤h,mô̤h,,,膜,,A film; filmy.,,,,007_A_Pronouncing_and_Defining_Dictionary_of_the_Swatow_Dialect,409
i kâi ma̍k chhiẽⁿ mo̍h,i kâi mâk chĭeⁿ mô̤h,i kâi mâk chĭeⁿ mô̤h,,,,,he has a film growing over his eyeball.,,,,007_A_Pronouncing_and_Defining_Dictionary_of_the_Swatow_Dialect,409
lâ-mo̍h,lâ-mô̤h,lâ-mô̤h,,,,,the mesentery.,,,,007_A_Pronouncing_and_Defining_Dictionary_of_the_Swatow_Dialect,409
tī-tāu mo̍h,tī-tāu mô̤h,tī-tāu mô̤h,,,,,the thin skin on the meat of peanuts.,,,,007_A_Pronouncing_and_Defining_Dictionary_of_the_Swatow_Dialect,409
"put kùe che̍k têng, nẽ mo̍h-mo̍h","put kùe cêk têng, nĕ mô̤h-mô̤h","put kùe cêk têng, nĕ mô̤h-mô̤h",,,,,"nothing more than one layer, and that very thin indeed.",,,,007_A_Pronouncing_and_Defining_Dictionary_of_the_Swatow_Dialect,409
keh têng mo̍h,keh têng mô̤h,keh têng mô̤h,,,,,"a thin film, between the layers.",,,,007_A_Pronouncing_and_Defining_Dictionary_of_the_Swatow_Dialect,409
nñg mo̍h,n̆ng mô̤h,n̆ng mô̤h,,,,,the thin membrane lining the shells of eggs.,,,,007_A_Pronouncing_and_Defining_Dictionary_of_the_Swatow_Dialect,409
keh mo̍h,keh mô̤h,keh mô̤h,,,,,to become indifferent toward.,,,,007_A_Pronouncing_and_Defining_Dictionary_of_the_Swatow_Dialect,409
i nõ nâng ũi sĩm-mih sṳ̄ tì-kàu keh mo̍h?,i nŏ̤ nâng ŭi sĭm-mih sṳ̄ tì-kàu keh mô̤h?,i nŏ̤ nâng ŭi sĭm-mih sṳ̄ tì-kàu keh mô̤h?,,,,,What is it that has caused the two to become indifferent to each other?,,,,007_A_Pronouncing_and_Defining_Dictionary_of_the_Swatow_Dialect,409
keh mo̍h jie̍h kú liáu chiàⁿ lêng-uāⁿ siang hó,keh mô̤h jîeh kú lío cìaⁿ lêng-ūaⁿ siang hó̤,keh mô̤h jîeh kú lío cìaⁿ lêng-ūaⁿ siang hó̤,,,,,"there was a coolness between them for some time, and then they again became very friendly.",,,,007_A_Pronouncing_and_Defining_Dictionary_of_the_Swatow_Dialect,409
muaⁿ,muaⁿ,muaⁿ,,,帔,,A mantle or shawl; to wrap,,,,007_A_Pronouncing_and_Defining_Dictionary_of_the_Swatow_Dialect,409
muaⁿ kâi muaⁿ,muaⁿ kâi muaⁿ,muaⁿ kâi muaⁿ,,,,,wrapped in a mantle.,,,,007_A_Pronouncing_and_Defining_Dictionary_of_the_Swatow_Dialect,409
huan muaⁿ,hwn muaⁿ,hwn muaⁿ,,,,,a foreign shawl.,,,,007_A_Pronouncing_and_Defining_Dictionary_of_the_Swatow_Dialect,409
chiⁿ muaⁿ,ciⁿ muaⁿ,ciⁿ muaⁿ,,,,,a woolen shawl.,,,,007_A_Pronouncing_and_Defining_Dictionary_of_the_Swatow_Dialect,409
muaⁿ kâi hõu-muaⁿ,muaⁿ kâi hŏ-muaⁿ,muaⁿ kâi hŏ-muaⁿ,,,,,wore a rain cloak.,,,,007_A_Pronouncing_and_Defining_Dictionary_of_the_Swatow_Dialect,409
múaⁿ,múaⁿ,múaⁿ,,,滿,,Full; replete; stuffed; fullness; pride; to fill; to suffice; to complete; to finish a set time.,,,,007_A_Pronouncing_and_Defining_Dictionary_of_the_Swatow_Dialect,410
múaⁿ-sì-tshù tou ũ,múaⁿ-sì-chù to ŭ,múaⁿ-sì-chù to ŭ,,,,,they are to be found every where.,,,,007_A_Pronouncing_and_Defining_Dictionary_of_the_Swatow_Dialect,410
che̍k tsāi múaⁿ-múaⁿ,cêk cāi múaⁿ-múaⁿ,cêk cāi múaⁿ-múaⁿ,,,,,a full cargo.,,,,007_A_Pronouncing_and_Defining_Dictionary_of_the_Swatow_Dialect,410
jīm múaⁿ thiâu kùe pa̍t kò,jīm múaⁿ thîo kùe pât kò̤,jīm múaⁿ thîo kùe pât kò̤,,,,,"when his term of office expires, he is removed to another post.",,,,007_A_Pronouncing_and_Defining_Dictionary_of_the_Swatow_Dialect,410
múaⁿ kháu èng sêng,múaⁿ kháu èng sêng,múaⁿ kháu èng sêng,,,,,all readily responded in assent.,,,,007_A_Pronouncing_and_Defining_Dictionary_of_the_Swatow_Dialect,410
khî múaⁿ a būe?,khî múaⁿ a būe?,khî múaⁿ a būe?,,,,,Is the time up yet?,,,,007_A_Pronouncing_and_Defining_Dictionary_of_the_Swatow_Dialect,410
"múaⁿ tsū chie sún, khiam tsū siũ iah","múaⁿ cū cie sún, khiam cū sĭu iah","múaⁿ cū cie sún, khiam cū sĭu iah",,,,,"the presumptuous bring on their own calamities, the humble receive the benefit.",,,,007_A_Pronouncing_and_Defining_Dictionary_of_the_Swatow_Dialect,410
múaⁿ pak bûn-chieⁿ,múaⁿ pak bûn-cieⁿ,múaⁿ pak bûn-cieⁿ,,,,,profoundly learned.,,,,007_A_Pronouncing_and_Defining_Dictionary_of_the_Swatow_Dialect,410
tshong múaⁿ,chong múaⁿ,chong múaⁿ,,,,,the entire circuit; the whole round; to fill completely.,,,,007_A_Pronouncing_and_Defining_Dictionary_of_the_Swatow_Dialect,410
múaⁿ sim huaⁿ-hí,múaⁿ sim huaⁿ-hí,múaⁿ sim huaⁿ-hí,,,,,wholly content.,,,,007_A_Pronouncing_and_Defining_Dictionary_of_the_Swatow_Dialect,410
múaⁿ-tī-kò,múaⁿ-tī-kò̤,múaⁿ-tī-kò̤,,,,,everywhere.,,,,007_A_Pronouncing_and_Defining_Dictionary_of_the_Swatow_Dialect,410
mùaⁿ,mùaⁿ,mùaⁿ,,,明,,To-morrow.,,,,007_A_Pronouncing_and_Defining_Dictionary_of_the_Swatow_Dialect,410
mùaⁿ-ji̍t; mùaⁿ-tsá; mùaⁿ-khí,mùaⁿ-jît; mùaⁿ-cá; mùaⁿ-khí,mùaⁿ-jît; mùaⁿ-cá; mùaⁿ-khí,,,,,to-morrow.,,,,007_A_Pronouncing_and_Defining_Dictionary_of_the_Swatow_Dialect,410
mùaⁿ-khí-tsá,mùaⁿ-khí-cá,mùaⁿ-khí-cá,,,,,to-morrow morning.,,,,007_A_Pronouncing_and_Defining_Dictionary_of_the_Swatow_Dialect,410
mùaⁿ-ẽ-kùa,mùaⁿ-ĕ-kùa,mùaⁿ-ĕ-kùa,,,,,to-morrow afternoon.,,,,007_A_Pronouncing_and_Defining_Dictionary_of_the_Swatow_Dialect,410
mùaⁿ-mêⁿ-hng,mùaⁿ-mêⁿ-hng,mùaⁿ-mêⁿ-hng,,,,,to-morrow evening.,,,,007_A_Pronouncing_and_Defining_Dictionary_of_the_Swatow_Dialect,410
"mùaⁿ-khí, thiⁿ kng tsá","mùaⁿ-khí, thiⁿ kng cá","mùaⁿ-khí, thiⁿ kng cá",,,,,to-morrow morning at daylight.,,,,007_A_Pronouncing_and_Defining_Dictionary_of_the_Swatow_Dialect,410
"mùaⁿ-khí, chiēⁿ pùaⁿ kùa","mùaⁿ-khí, cīeⁿ pùaⁿ kùa","mùaⁿ-khí, cīeⁿ pùaⁿ kùa",,,,,to-morrow forenoon.,,,,007_A_Pronouncing_and_Defining_Dictionary_of_the_Swatow_Dialect,410
mùaⁿ-mêⁿ,mùaⁿ-mêⁿ,mùaⁿ-mêⁿ,,,,,to-morrow night.,,,,007_A_Pronouncing_and_Defining_Dictionary_of_the_Swatow_Dialect,410
mùaⁿ-mêⁿ-àm,mùaⁿ-mêⁿ-àm,mùaⁿ-mêⁿ-àm,,,,,to-morrow evening.,,,,007_A_Pronouncing_and_Defining_Dictionary_of_the_Swatow_Dialect,410
mùaⁿ-ji̍t-tàu,mùaⁿ-jît-tàu,mùaⁿ-jît-tàu,,,,,to-morrow noon.,,,,007_A_Pronouncing_and_Defining_Dictionary_of_the_Swatow_Dialect,410
mûaⁿ,mûaⁿ,mûaⁿ,,,麻,,Hemp; plants furnishing textile fibers; hempen; sackcloth; mourning apparel.,,,,007_A_Pronouncing_and_Defining_Dictionary_of_the_Swatow_Dialect,410
mûaⁿ pòu,mûaⁿ pò,mûaⁿ pò,,,,,sackcloth.,,,,007_A_Pronouncing_and_Defining_Dictionary_of_the_Swatow_Dialect,410
ko̍ih mûaⁿ,kôih mûaⁿ,kôih mûaⁿ,,,,,to pull hemp.,,,,007_A_Pronouncing_and_Defining_Dictionary_of_the_Swatow_Dialect,410
mûaⁿ-kut,mûaⁿ-kut,mûaⁿ-kut,,,,,the pith of the hemp stalk.,,,,007_A_Pronouncing_and_Defining_Dictionary_of_the_Swatow_Dialect,410
sang kha sang chhiú bô kiau mûaⁿ-kut hièⁿ tūa,sang kha sang chíu bô̤ kio mûaⁿ-kut hìeⁿ tōa,sang kha sang chíu bô̤ kio mûaⁿ-kut hìeⁿ tōa,,,,,his legs and arms are not so large as hemp stalks.,,,,007_A_Pronouncing_and_Defining_Dictionary_of_the_Swatow_Dialect,410
mûaⁿ soh,mûaⁿ so̤h,mûaⁿ so̤h,,,,,hempen ropes.,,,,007_A_Pronouncing_and_Defining_Dictionary_of_the_Swatow_Dialect,410
n̂g-mûaⁿ,n̂g-mûaⁿ,n̂g-mûaⁿ,,,,,the yellow hemp.,,,,007_A_Pronouncing_and_Defining_Dictionary_of_the_Swatow_Dialect,410
mûaⁿ jîn,mûaⁿ jîn,mûaⁿ jîn,,,,,hemp-seed.,,,,007_A_Pronouncing_and_Defining_Dictionary_of_the_Swatow_Dialect,410
cheh mûaⁿ,ceh mûaⁿ,ceh mûaⁿ,,,,,to hatchel hemp.,,,,007_A_Pronouncing_and_Defining_Dictionary_of_the_Swatow_Dialect,410
mûaⁿ iû,mûaⁿ îu,mûaⁿ îu,,,,,sesamum oil.,,,,007_A_Pronouncing_and_Defining_Dictionary_of_the_Swatow_Dialect,410
suaⁿ-seⁿ-mûaⁿ,suaⁿ-seⁿ-mûaⁿ,suaⁿ-seⁿ-mûaⁿ,,,,,wild hemp.,,,,007_A_Pronouncing_and_Defining_Dictionary_of_the_Swatow_Dialect,410
hû-mûaⁿ,hû-mûaⁿ,hû-mûaⁿ,,,,,"flax, grown in Chihli.",,,,007_A_Pronouncing_and_Defining_Dictionary_of_the_Swatow_Dialect,410
tsṳ mûaⁿ,cṳ mûaⁿ,cṳ mûaⁿ,,,,,sesamum.,,,,007_A_Pronouncing_and_Defining_Dictionary_of_the_Swatow_Dialect,410
iû-mûaⁿ,îu-mûaⁿ,îu-mûaⁿ,,,,,the hemp from whose seeds oil is made.,,,,007_A_Pronouncing_and_Defining_Dictionary_of_the_Swatow_Dialect,410
iû-mûaⁿ hu,îu-mûaⁿ hu,îu-mûaⁿ hu,,,,,ground hemp seed.,,,,007_A_Pronouncing_and_Defining_Dictionary_of_the_Swatow_Dialect,410
mûaⁿ pang,mûaⁿ pang,mûaⁿ pang,,,,,cakes made from hemp seeds.,,,,007_A_Pronouncing_and_Defining_Dictionary_of_the_Swatow_Dialect,410
tsṳ-mûaⁿ ko,cṳ-mûaⁿ ko̤,cṳ-mûaⁿ ko̤,,,,,cakes made chiefly of sesamum seeds.,,,,007_A_Pronouncing_and_Defining_Dictionary_of_the_Swatow_Dialect,410
húe mûaⁿ; tūa mûaⁿ,húe mûaⁿ; tōa mûaⁿ,húe mûaⁿ; tōa mûaⁿ,,,,,the castor-oil plant.,,,,007_A_Pronouncing_and_Defining_Dictionary_of_the_Swatow_Dialect,410
tūa mûaⁿ jîn,tōa mûaⁿ jîn,tōa mûaⁿ jîn,,,,,castor oil beans.,,,,007_A_Pronouncing_and_Defining_Dictionary_of_the_Swatow_Dialect,410
tsṳ-mûaⁿ chièⁿ,cṳ-mûaⁿ cìeⁿ,cṳ-mûaⁿ cìeⁿ,,,,,"ground sesamum seeds, used by cooks.",,,,007_A_Pronouncing_and_Defining_Dictionary_of_the_Swatow_Dialect,410
mûaⁿ,mûaⁿ,mûaⁿ,,,瞞,,To deceive; to hide from; to impose upon.,,,,007_A_Pronouncing_and_Defining_Dictionary_of_the_Swatow_Dialect,410
mûaⁿ-phièn,mûaⁿ-phìen,mûaⁿ-phìen,,,,,to deceive.,,,,007_A_Pronouncing_and_Defining_Dictionary_of_the_Swatow_Dialect,410
"mûaⁿ ma̍k, phièn phīⁿ","mûaⁿ mâk, phìen phīⁿ","mûaⁿ mâk, phìen phīⁿ",,,,,delude the senses.,,,,007_A_Pronouncing_and_Defining_Dictionary_of_the_Swatow_Dialect,410
lṳ́ màiⁿ mûaⁿ uá,lṳ́ màiⁿ mûaⁿ úa,lṳ́ màiⁿ mûaⁿ úa,,,,,do not conceal the truth from me.,,,,007_A_Pronouncing_and_Defining_Dictionary_of_the_Swatow_Dialect,410
si̍t put sie mûaⁿ,sît put sie mûaⁿ,sît put sie mûaⁿ,,,,,I will hide nothing from you.,,,,007_A_Pronouncing_and_Defining_Dictionary_of_the_Swatow_Dialect,410
lṳ́ mûaⁿ uá m̄ kùe,lṳ́ mûaⁿ úa m̄ kùe,lṳ́ mûaⁿ úa m̄ kùe,,,,,you cannot hoodwink me.,,,,007_A_Pronouncing_and_Defining_Dictionary_of_the_Swatow_Dialect,410
put kùe mûaⁿ che̍k sî,put kùe mûaⁿ cêk sî,put kùe mûaⁿ cêk sî,,,,,cannot keep up the deception very long.,,,,007_A_Pronouncing_and_Defining_Dictionary_of_the_Swatow_Dialect,410
mûaⁿ siãng put mûaⁿ hiã,mûaⁿ sĭang put mûaⁿ hĭa,mûaⁿ sĭang put mûaⁿ hĭa,,,,,can hide it from his superiors but not from his inferiors.,,,,007_A_Pronouncing_and_Defining_Dictionary_of_the_Swatow_Dialect,410
mûaⁿ,mûaⁿ,mûaⁿ,,,鰻,,A large salt water eel.,,,,007_A_Pronouncing_and_Defining_Dictionary_of_the_Swatow_Dialect,410
mûaⁿ hṳ̂,mûaⁿ hṳ̂,mûaⁿ hṳ̂,,,,,an eel.,,,,007_A_Pronouncing_and_Defining_Dictionary_of_the_Swatow_Dialect,410
bói che̍k khou mûaⁿ hṳ̂,bói cêk kho mûaⁿ hṳ̂,bói cêk kho mûaⁿ hṳ̂,,,,,buy a slice of eel.,,,,007_A_Pronouncing_and_Defining_Dictionary_of_the_Swatow_Dialect,410
hái mûaⁿ,hái mûaⁿ,hái mûaⁿ,,,,,sea eels.,,,,007_A_Pronouncing_and_Defining_Dictionary_of_the_Swatow_Dialect,410
pe̍h mûaⁿ,pêh mûaⁿ,pêh mûa,,,,,the white eel.,,,,007_A_Pronouncing_and_Defining_Dictionary_of_the_Swatow_Dialect,410
lōu mûaⁿ,lō mûaⁿ,lō mûa,,,,,eels that travel on land.,,,,007_A_Pronouncing_and_Defining_Dictionary_of_the_Swatow_Dialect,410
ou-iû-mûaⁿ,o-îu-mûaⁿ,o-îu-mûa,,,,,fresh water eels.,,,,007_A_Pronouncing_and_Defining_Dictionary_of_the_Swatow_Dialect,410
mûaⁿ póu,mûaⁿ pó,mûaⁿ pó,,,,,dried eels.,,,,007_A_Pronouncing_and_Defining_Dictionary_of_the_Swatow_Dialect,410
mûaⁿ-sng-kiaⁿ,mûaⁿ-sng-kiaⁿ,mûa-sng-kiaⁿ,,,,,very young eels.,very young ells.,,,007_A_Pronouncing_and_Defining_Dictionary_of_the_Swatow_Dialect,410
múeⁿ,múeⁿ,múeⁿ,,,每,,"A distributive particle, each, every; each one; any one.",,,,007_A_Pronouncing_and_Defining_Dictionary_of_the_Swatow_Dialect,410
"múeⁿ ji̍t, múeⁿ mêⁿ","múeⁿ jît, múeⁿ mêⁿ","múeⁿ jît, múeⁿ mêⁿ",,,,,every day and night.,,,,007_A_Pronouncing_and_Defining_Dictionary_of_the_Swatow_Dialect,410
múeⁿ tǹg,múeⁿ tǹg,múeⁿ tǹg,,,,,every meal.,,,,007_A_Pronouncing_and_Defining_Dictionary_of_the_Swatow_Dialect,410
múeⁿ nâng,múeⁿ nâng,múeⁿ nâng,,,,,every one.,,,,007_A_Pronouncing_and_Defining_Dictionary_of_the_Swatow_Dialect,410
múeⁿ kiãⁿ,múeⁿ kĭaⁿ,mûeⁿ kĭaⁿ,,,,,every sort.,,,,007_A_Pronouncing_and_Defining_Dictionary_of_the_Swatow_Dialect,410
múeⁿ sṳ̄,múeⁿ sṳ̄,múeⁿ sṳ̄,,,,,every affair.,,,,007_A_Pronouncing_and_Defining_Dictionary_of_the_Swatow_Dialect,410
mûeⁿ,mûeⁿ,mûeⁿ,,,痲,,The measles.,,,,007_A_Pronouncing_and_Defining_Dictionary_of_the_Swatow_Dialect,410
tshut mûeⁿ,chut mûeⁿ,chut mûeⁿ,,,,,have the measles.,,,,007_A_Pronouncing_and_Defining_Dictionary_of_the_Swatow_Dialect,410
a-nouⁿ-kiáⁿ hùe chia̍h mûeⁿ tó kò,a-noⁿ-kíaⁿ hùe cîah mûeⁿ tó̤ kò̤,a-noⁿ-kíaⁿ hùe cîah mûaⁿ tó̤ kò̤,,,,,the children have caught the measles.,,,,007_A_Pronouncing_and_Defining_Dictionary_of_the_Swatow_Dialect,410
mûeⁿ,mûeⁿ,mûeⁿ,,,泥,,Mud.,,,,007_A_Pronouncing_and_Defining_Dictionary_of_the_Swatow_Dialect,410
thôu-kau-mûeⁿ; thôu mûeⁿ,thô-kau-mûeⁿ; thô mûeⁿ,thô-kau-mûeⁿ; thô mûeⁿ,,,,,mud; pasty soil.,,,,007_A_Pronouncing_and_Defining_Dictionary_of_the_Swatow_Dialect,410
sái-kau-mûeⁿ,sái-kau-mûeⁿ,sái-kau-mûeⁿ,,,,,mud from a sewer.,,,,007_A_Pronouncing_and_Defining_Dictionary_of_the_Swatow_Dialect,410
hôu-liu kàng thôu-mûeⁿ,hô-liu kàng thô-mûeⁿ,hô-liu kàng thô-mûeⁿ,,,,,the fresh water eel burrows in the mud.,,,,007_A_Pronouncing_and_Defining_Dictionary_of_the_Swatow_Dialect,410
mûeⁿ,mûeⁿ,mûeⁿ,,,粥,,Congee.,,,,007_A_Pronouncing_and_Defining_Dictionary_of_the_Swatow_Dialect,410
pû mûeⁿ; tsṳ́ mûeⁿ,pû mûeⁿ; cṳ́ mûeⁿ,pû mûeⁿ; cṳ́ mûeⁿ,,,,,to make congee.,,,,007_A_Pronouncing_and_Defining_Dictionary_of_the_Swatow_Dialect,410
mûeⁿ àiⁿ kṳ̍t a àiⁿ chhieh?,mûeⁿ àiⁿ kṳ̂t a àiⁿ chieh?,mûeⁿ àiⁿ kṳ̂t a àiⁿ chieh?,,,,,Do you want the congee thick or thin?,,,,007_A_Pronouncing_and_Defining_Dictionary_of_the_Swatow_Dialect,410
mũeⁿ,mŭeⁿ,mŭeⁿ,,,昧,,Dark; obscure; difficult to distinguish things; the mind not clear about a thing.,,,,007_A_Pronouncing_and_Defining_Dictionary_of_the_Swatow_Dialect,410
mũeⁿ sim kâi sṳ̄ m̄-hó tsò,mŭeⁿ sim kâi sṳ̄ m̄-hó̤ cò̤,mŭeⁿ sim kâi sṳ̄ m̄-hó̤ cò̤,,,,,one should not do what is against his conscience.,,,,007_A_Pronouncing_and_Defining_Dictionary_of_the_Swatow_Dialect,410
mũeⁿ pńg sim,mŭeⁿ pńg sim,mŭeⁿ pńg sim,,,,,deceive one's self.,,,,007_A_Pronouncing_and_Defining_Dictionary_of_the_Swatow_Dialect,410
mũeⁿ liâng sim,mŭeⁿ lîang sim,mŭeⁿ lîang sim,,,,,to confuse one's perceptions of the right.,,,,007_A_Pronouncing_and_Defining_Dictionary_of_the_Swatow_Dialect,410
i kâi sim àm-mũeⁿ,i kâi sim àm-mŭeⁿ,i kâi sim àm-mŭeⁿ,,,,,his mind is darkened.,,,,007_A_Pronouncing_and_Defining_Dictionary_of_the_Swatow_Dialect,410
mông-mũeⁿ,mông-mŭeⁿ,mông-mŭeⁿ,,,,,unable to perceive clearly; befogged.,,,,007_A_Pronouncing_and_Defining_Dictionary_of_the_Swatow_Dialect,410
mũeⁿ,mŭeⁿ,mŭeⁿ,,,魅,,"An ogre, or demon brute of the woods; a brownie with a man's face and four legs.",,,,007_A_Pronouncing_and_Defining_Dictionary_of_the_Swatow_Dialect,410
siâ-mũeⁿ,sîa-mŭeⁿ,sîa-mŭeⁿ,,,,,a vicious satyr; a fiendish beast.,,,,007_A_Pronouncing_and_Defining_Dictionary_of_the_Swatow_Dialect,410
mũeⁿ,mŭeⁿ,mŭeⁿ,,,寐,,To rest from labor and dose.,,,,007_A_Pronouncing_and_Defining_Dictionary_of_the_Swatow_Dialect,410
māng-mũeⁿ kâi sṳ̄ m̄-hó pêng,māng-mŭeⁿ kâi sṳ̄ m̄-hó̤ pêng,māng-mŭeⁿ kâi sṳ̄ m̄-hó̤ pêng,,,,,one should not take what he dreams as evidence.,,,,007_A_Pronouncing_and_Defining_Dictionary_of_the_Swatow_Dialect,410
mūeⁿ,mūeⁿ,mūeⁿ,,,妹,,A younger sister.,,,,007_A_Pronouncing_and_Defining_Dictionary_of_the_Swatow_Dialect,410
a-mūeⁿ kiáⁿ,a-mūeⁿ kíaⁿ,a-mūeⁿ kíaⁿ,,,,,a little sister.,,,,007_A_Pronouncing_and_Defining_Dictionary_of_the_Swatow_Dialect,410
sòi mūeⁿ,sòi mūeⁿ,sòi mūeⁿ,,,,,the youngest sister.,,,,007_A_Pronouncing_and_Defining_Dictionary_of_the_Swatow_Dialect,410
hiaⁿ-tĩ chí-mūeⁿ,hiaⁿ-tĭ cí-mūeⁿ,hiaⁿ-tĭ cí-mūeⁿ,,,,,brothers and sisters.,,,,007_A_Pronouncing_and_Defining_Dictionary_of_the_Swatow_Dialect,410
lẽng mūeⁿ kè tī-kò?,lĕng mūeⁿ kè tī-kò̤?,lĕng mūeⁿ kè tī-kò̤?,,,,,Into what place is your sister married?,,,,007_A_Pronouncing_and_Defining_Dictionary_of_the_Swatow_Dialect,410
pié chí-mūeⁿ,píe cí-mūeⁿ,píe cí-mūeⁿ,,,,,female cousins of different surnames.,,,,007_A_Pronouncing_and_Defining_Dictionary_of_the_Swatow_Dialect,410
mūeⁿ sài,mūeⁿ sài,mūeⁿ sài,,,,,younger sister's husband.,,,,007_A_Pronouncing_and_Defining_Dictionary_of_the_Swatow_Dialect,410
kit pài tsò chí-mūeⁿ,kit pài cò̤ cí-mūeⁿ,kit pài cò̤ cí-mūeⁿ,,,,,adopted by each other as sisters.,,,,007_A_Pronouncing_and_Defining_Dictionary_of_the_Swatow_Dialect,410
mue̍h,mûeh,mûeh,,,物,,"A thing, matter, or substance; anything between heaven and earth; affairs of life; a creature; a being; persons.",,,,007_A_Pronouncing_and_Defining_Dictionary_of_the_Swatow_Dialect,411
mue̍h-kiãⁿ,mûeh-kĭaⁿ,mûeh-kĭaⁿ,,,,,articles.,,,,007_A_Pronouncing_and_Defining_Dictionary_of_the_Swatow_Dialect,411
che̍k kiãⁿ mue̍h,cêk kĭaⁿ mûeh,cêk kĭaⁿ mûeh,,,,,an article.,,,,007_A_Pronouncing_and_Defining_Dictionary_of_the_Swatow_Dialect,411
bô sĩm-mih mue̍h tõ hṳ́ tói,bô̤ sĭm-mih mûeh tŏ̤ hṳ́ tói,bô̤ sĭm-mih mûeh tŏ̤ hṳ́ tói,,,,,there is nothing at all in there.,,,,007_A_Pronouncing_and_Defining_Dictionary_of_the_Swatow_Dialect,411
kâi sĩm mue̍h?,kâi sĭm mûeh?,kâi sĭm mûeh?,,,,,What is it?,,,,007_A_Pronouncing_and_Defining_Dictionary_of_the_Swatow_Dialect,411
hṳ́ kâi kiè-tsò sĩm mue̍h?,hṳ́ kâi kìe-cò̤ sĭm mûeh?,hṳ́ kâi kìe-cò̤ sĭm mûeh?,,,,,What is that called?,,,,007_A_Pronouncing_and_Defining_Dictionary_of_the_Swatow_Dialect,411
nâng-mue̍h tsōi,nâng-mûeh cōi,nâng-mûeh cōi,,,,,there was a great crowd.,,,,007_A_Pronouncing_and_Defining_Dictionary_of_the_Swatow_Dialect,411
chia̍h mue̍h,cîah mûeh,cîah mûeh,,,,,edibles.,,,,007_A_Pronouncing_and_Defining_Dictionary_of_the_Swatow_Dialect,411
bói mue̍h-chia̍h,bói mûeh-cîah,bói mûeh-cîah,,,,,buy food.,,,,007_A_Pronouncing_and_Defining_Dictionary_of_the_Swatow_Dialect,411
mue̍h kak ũ tsú,mûeh kak ŭ cú,mûeh kak ŭ cú,,,,,each thing has its owner.,,,,007_A_Pronouncing_and_Defining_Dictionary_of_the_Swatow_Dialect,411
mue̍h-ngia̍p,mûeh-ngîap,mûeh-ngîap,,,,,possessions; goods; personal property and real estate.,,,,007_A_Pronouncing_and_Defining_Dictionary_of_the_Swatow_Dialect,411
thóiⁿ tie̍h bô mue̍h,thóiⁿ tîeh bô̤ mûeh,thóiⁿ tîeh bô̤ mûeh,,,,,does not appear to be anything of consequence.,,,,007_A_Pronouncing_and_Defining_Dictionary_of_the_Swatow_Dialect,411
tūa-bó-mue̍h,tōa-bó̤-mûeh,tōa-bó̤-mûeh,,,,,a great deal.,,,,007_A_Pronouncing_and_Defining_Dictionary_of_the_Swatow_Dialect,411
nah-sap mue̍h,nah-sap mûeh,nah-sap mûeh,,,,,a filthy object.,,,,007_A_Pronouncing_and_Defining_Dictionary_of_the_Swatow_Dialect,411
bói mue̍h,bói mûeh,bói mûeh,,,,,to make purchases.,,,,007_A_Pronouncing_and_Defining_Dictionary_of_the_Swatow_Dialect,411
hak mue̍h,hak mûeh,hak mûeh,,,,,buy things to keep.,,,,007_A_Pronouncing_and_Defining_Dictionary_of_the_Swatow_Dialect,411
